Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
slip-fang,,,,,,,,,Pink & Purple,,,,,,,,SF-PINKPURPLE-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Purple.jpg?v=1776136220,3,SLIP FANG - Blue & Black,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Purple.jpg?v=1776136220,g,,6.00,
slip-fang,,,,,,,,,Yellow & Red,,,,,,,,SF-YELLOWRED-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Yellow_Red_571e4924-e2c4-4180-b6bc-b606fb772a9c.jpg?v=1776136220,4,SLIP FANG - Blue & Black,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Yellow_Red_571e4924-e2c4-4180-b6bc-b606fb772a9c.jpg?v=1776136220,g,,6.00,
111,Sub-surface01,<p>A weighted flatline rig designed to keep your bait tracking below the surface with added flash and action. Pair it with your favorite soft plastic for steady or stop-and-go retrieves.</p>,Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Spinners,Sub-Surface,"fishing, sub-surface",true,Title,Default Title,,,,,,,,,14.0,shopify,0,deny,manual,9.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/3C1B32D0-789B-4606-A02A-0D8D38EA6FD1.png?v=1776218742,1,,false,,,,,,g,,,active
sub-surface02,Sub-surface02,"<p>An unskirted, weedless Channa chatter made for fishing soft plastics through cover. Adds blade vibration and flash while helping your bait move cleanly through grass and structure.</p>",Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Jigs,Sub-Surface,"fishing, soft-plastics, sub-surface",true,Title,Default Title,,,,,,,,,11.0,shopify,0,deny,manual,9.99,,true,true,,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Unskirted%20Weedless%20Channa.png,1,,false,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Unskirted%20Weedless%20Channa.png,g,,,active
test,Test,,Beavercreek Lures,,Saltwater,,false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,lb,,,draft
toxic-toad,TOXIC TOAD,<p>Vibrant colors and irresistible action. Eye-catching color patterns combined with deadly action. The Toxic Toad excels in stained water and low-light conditions.</p>,Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Plugs,Hollow body-Top Water,"bass, fishing, frog, toad, topwater, top-water",true,Color,Blue Skin,,,,,,,,TT-BLUESKIN-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Blue_Skin.jpg?v=1776136218,1,TOXIC TOAD - Blue Skin,false,Toxic Toad - Vibrant Frog Lure,Bold colors and proven action. Perfect for murky water and aggressive bass.,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Blue_Skin.jpg?v=1776136218,g,,6.00,active
toxic-toad,,,,,,,,,Pink & Black,,,,,,,,TT-PINKBLACK-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black.jpg?v=1776136218,2,TOXIC TOAD - Blue Skin,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black.jpg?v=1776136218,g,,6.00,
toxic-toad,,,,,,,,,Pink Snake,,,,,,,,TT-PINKSNAKE-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Snake.jpg?v=1776136218,3,TOXIC TOAD - Blue Skin,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Snake.jpg?v=1776136218,g,,6.00,
toxic-toad,,,,,,,,,Pink & Yellow,,,,,,,,TT-PINKYELLOW-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Yellow.jpg?v=1776136218,4,TOXIC TOAD - Blue Skin,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Yellow.jpg?v=1776136218,g,,6.00,
toxic-toad,,,,,,,,,Purple & Black,,,,,,,,TT-PURPLEBLACK-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_Black.png?v=1776136219,5,TOXIC TOAD - Blue Skin,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_Black.png?v=1776136219,g,,6.00,
toxic-toad,,,,,,,,,Purple & Blue,,,,,,,,TT-PURPLEBLUE-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_Blue.jpg?v=1776136218,6,TOXIC TOAD - Blue Skin,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_Blue.jpg?v=1776136218,g,,6.00,
toxic-toad,,,,,,,,,Red & Black,,,,,,,,TT-REDBLACK-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Red_Black_4ef62687-a6d9-4904-a415-6d5e29fa3766.jpg?v=1776136218,7,TOXIC TOAD - Blue Skin,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Red_Black_4ef62687-a6d9-4904-a415-6d5e29fa3766.jpg?v=1776136218,g,,6.00,
toxic-toad,,,,,,,,,Snake Skin,,,,,,,,TT-SNAKESKIN-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Snake_Skin.jpg?v=1776136219,8,TOXIC TOAD - Blue Skin,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Snake_Skin.jpg?v=1776136219,g,,6.00,
toxic-toad,,,,,,,,,White & Green,,,,,,,,TT-WHITEGREEN-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/White_Green.jpg?v=1776136218,9,TOXIC TOAD - Pink & Black,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/White_Green.jpg?v=1776136218,g,,6.00,
toxic-toad,,,,,,,,,White & Grey,,,,,,,,TT-WHITEGREY-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/White_Grey.jpg?v=1776136218,10,TOXIC TOAD - Pink & Black,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/White_Grey.jpg?v=1776136218,g,,6.00,
toxic-toad,,,,,,,,,Yellow & Green,,,,,,,,TT-YELLOWGREEN-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Yellow_Green.jpg?v=1776136218,11,TOXIC TOAD - Pink & Black,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Yellow_Green.jpg?v=1776136218,g,,6.00,
toxic-toad-cameo,TOXIC TOAD CAMO,"<p>Topwater hollow body frog</p>
<p>6cm</p>
<p>5/0 heavy duty hook</p>
<p>old school camo</p>
<p>pink camo</p>
<p>snow camo</p>
<p>purple camo</p>",Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Plugs,Hollow body-Top Water,"fishing, frog, toad, topwater, top-water",true,Color,Old school duck camo,,Weight,Around 1/2 oz,,,,,TTC-GREYWHITE-14,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Bunch.jpg?v=1776136224,1,TOXIC TOAD CAMEO - Grey & White,false,TOXIC TOAD CAMEO - Beavercreek Lures,New lure coming soon from Beavercreek Lures.,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Grey_White.jpg?v=1776136225,g,,6.00,active
toxic-toad-cameo,,,,,,,,,Pink camo,,,Around 1/2 oz,,,,,TTC-GREYWHITE-14,28.0,shopify,0,continue,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Grey_White.jpg?v=1776136225,2,TOXIC TOAD CAMEO - Grey & White,,,,,,,g,,6.00,
toxic-toad-cameo,,,,,,,,,Snow camo,,,Around 1/2 oz,,,,,TTC-GREYWHITE-22,28.0,shopify,2,continue,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_6fa528bb-3d92-4588-92cf-d09f80c4840d.jpg?v=1776136224,3,TOXIC TOAD CAMEO - Grey & White,,,,,,,g,,6.00,
toxic-toad-cameo,,,,,,,,,Purple camo,,,Around 1/2 oz,,,,,TTC-GREYWHITE-30,28.0,shopify,0,continue,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Promo.jpg?v=1776136224,4,TOXIC TOAD CAMEO - Grey & White,,,,,,,g,,6.00,
toxic-toad-cameo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_Black_1245c076-0427-422e-bdea-60bc877613a4.png?v=1776136224,5,TOXIC TOAD CAMEO - Grey & White,,,,,,,,,,
toxic-toad-cameo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Varity.jpg?v=1776136224,6,TOXIC TOAD CAMEO - Grey & White,,,,,,,,,,
toxic-toad-cameo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Yellow_Green_40cb6519-63c7-4075-af00-928f83d4a82c.jpg?v=1776136224,7,TOXIC TOAD CAMEO - Grey & White,,,,,,,,,,
untitled-apr15_12-23,Untitled Apr15_12:23,,Beavercreek Lures,,,,false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,lb,,,draft
weedless-channa-chatter,Weedless Channa chatter,<p>A weedless chatterbait-style lure built to come through grass and cover while creating strong vibration and flash. Ideal for bass and snakehead in shallow vegetation.</p>,Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Jigs,Sub-Surface,"bass, fishing, snakehead, sub-surface",true,Color,Blue / White,,,,,,,,,11.0,shopify,0,deny,manual,9.99,,true,true,,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Weedless%20Blue_White%20Channa.png,1,,false,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Weedless%20Blue_White%20Channa.png,g,,,active
weedless-channa-chatter,,,,,,,,,Yellow,,,,,,,,,11.0,shopify,0,deny,manual,9.99,,true,true,,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Weedless%20Yellow%20Channa.png,2,,,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Weedless%20Yellow%20Channa.png,g,,,
